"V1" "V2"
"268" -8.1552220562991 -7.50815359278048
"269" -8.32035964898298 -7.80048969836582
"270" -8.76411744882807 -8.09666353866192
"271" -8.73823439711321 -8.09771951273266
"272" -8.37633398787361 -8.08466965964885
"273" -8.46944983325974 -8.20496702628022
"274" -8.55789570919743 -8.38702206155324
"275" -8.7466763780412 -8.12535147609437
"276" -8.98282863046233 -8.63055772053202
"277" -9.48862827469843 -8.93251271617751
"278" -8.85335415061335 -8.37235103051775
"279" -8.83000840941597 -8.06844042734961
"280" -9.14541933336269 -8.12257933442154
"281" -9.37238148967044 -8.17724136602804
"282" -9.12416292431883 -8.29372756211098
"283" -8.74990044454787 -8.09860790016465
"284" -8.06040009199263 -7.88962205841495
"285" -7.83433285346193 -7.74480613103251
"286" -8.15367062463178 -8.21400527369999
"287" -8.18414631479587 -8.16935987887243
"288" -8.45814394871761 -8.10308145085295
"289" -7.92605799390158 -7.59125515243936
"290" -8.13855279848487 -7.65348168575862
"291" -8.02909579171421 -7.70673626963729
"292" -7.57665807908627 -7.39039421192878
"293" -7.97695865803733 -7.87762238573412
"294" -7.71615823021451 -7.58468711783604
"295" -8.28665635757782 -8.17307815492719
"296" -8.27865204578617 -8.05209589736665
"297" -7.87352473829023 -7.87386518377428
"298" -8.24055718737593 -7.95983108932278
"299" -8.41364780448037 -7.70961214447045
"300" -8.55466845614667 -7.88488659744299
"301" -8.92749933348399 -7.99018033506437
"302" -9.21905439025086 -8.45646442585895
"303" -9.23860589135904 -8.70344290576292
"304" -9.18547091031937 -8.57763718829331
"305" -9.42550036767938 -9.05118098167326
"306" -9.38408428507236 -8.92235501517385
"307" -9.04702924952767 -8.6185128398755
"308" -8.58152854055613 -8.29684144118088
"309" -9.2545483346198 -9.06374057865872
"310" -9.47652695367106 -8.8629699220978
"311" -10.0012105011892 -8.81474073692208
"312" -9.54455759958773 -8.64483431732344
"313" -8.68448666008933 -7.93059730058353
"314" -8.75109854060148 -7.97486076923292
"315" -8.52599408111481 -7.79323354455723
"316" -8.45548237284591 -8.03315836923342
"317" -7.85704174445891 -7.69936839861864
"318" -8.11264748303124 -7.88947434811626
"319" -8.10577761373113 -7.73503859337065
"320" -7.95577747514758 -7.49598134512381
"321" -7.72077831472402 -7.45040443974721
"322" -7.80784217191253 -7.598373769992
"323" -8.23978744749777 -8.3529897937597
"324" -8.70184201918827 -8.61096878175718
"325" -8.50025852969783 -8.44213389603762
"326" -8.11328808667677 -8.35862071275716
"327" -8.253314881027 -8.4325127599844
"328" -7.97015193986087 -8.30613043518996
"329" -7.95709379134131 -8.28504176755765
"330" -8.31926829213337 -8.43642439796638
"331" -8.55132850497685 -8.94575366469353
"332" -8.76007660351588 -8.70407786993769
"333" -8.90756041510499 -9.03170134071373
"334" -9.31266859276629 -9.21416203259072
"335" -9.72991688696853 -9.41068820058002
"336" -9.87751268614184 -9.62569047832606
"337" -9.77267097793053 -9.55564180729701
"338" -9.8641854267883 -9.54678956244087
"339" -10.1188366127365 -9.6655567083841
"340" -9.89621765107701 -9.47491454001335
"341" -9.82739821994041 -9.42748771222761
"342" -10.1797864606076 -9.60340342343445
"343" -10.9243151672208 -10.5944781211348
"344" -10.2025310688197 -9.73762306233648
"345" -10.2547138303083 -10.0912121807791
"346" -9.65952477916725 -9.49486160005571
"347" -10.0013312430957 -10.1378307475574
"348" -10.3643955257825 -10.3120114406041
"349" -9.80894408256549 -9.41407428414215
"350" -9.52748144739532 -9.23799871145551
"351" -9.04911894436764 -8.77034114627983
"352" -9.30741479435902 -8.77679977904064
"353" -9.60333004958502 -9.42684307888257
"354" -9.27866696545533 -9.13289836138948
"355" -9.25266665598708 -9.36675715352884
"356" -9.85406841172733 -9.72435684596271
"357" -9.73944380478049 -9.80076094268983
"358" -9.16829242731883 -9.63162708134162
"359" -8.8142026915217 -9.45390495845319
"360" -8.89789109204766 -9.74459532040571
"361" -8.73962309399424 -9.49180587266474
"362" -8.66136625334374 -9.65106978911435
"363" -8.48435501594095 -9.81262461466229
"364" -8.01250474240783 -9.06613727380001
"365" -8.09927484728312 -8.76577781437927
"366" -7.95324121974624 -8.69332023030192
"367" -7.80872001694903 -8.50358956132406
"368" -8.06390024997251 -9.15612356686454
"369" -8.09507305401422 -9.18947117560178
"370" -8.14535560774622 -9.06231911180612
"371" -7.9979148769992 -8.92480393021268
"372" -7.93271237542865 -8.38034834404997
"373" -8.84173515877981 -9.12104258108088
"374" -8.98825658230921 -9.11299987349385
"375" -8.85567756163602 -8.95875497572412
"376" -8.95686065191973 -8.95910381210533
"377" -8.71829079045207 -8.7948184788545
"378" -9.0537882343759 -8.92883119537259
"379" -8.7727359660492 -8.960747255535
"380" -8.77410493079423 -8.59107405641636
"381" -8.48654330815034 -8.29989458154631
"382" -8.27607460267591 -8.20799052882242
"383" -8.2731911821494 -8.39258600082477
"384" -8.16609110944037 -8.28745993603295
"385" -8.18679179578053 -8.31924435396983
"386" -8.23473194993309 -8.18476433814088
"387" -8.13494320824227 -8.29118640360917
"388" -8.31828794615264 -8.56862148772573
"389" -8.20637160565457 -8.30102384229735
"390" -7.91824976813227 -8.4498468373936
"391" -8.16220527557035 -8.41253243359873
"392" -8.51258081179177 -8.75683207619923
"393" -8.08488049006383 -8.49563713822879
"394" -8.44348742477708 -8.74582926894741
"395" -8.45100222712151 -8.5295120964494
"396" -9.18671567991561 -9.1530211043062
"397" -9.19541783690741 -8.82814426410818
"398" -8.82409119822092 -8.7414682903221
"399" -9.08100513164493 -8.7817927727033
"400" -8.98483216564643 -8.74932353732798
